HGNC ID	Approved symbol	Approved name	OMIM ID(supplied by OMIM)	MANE Select Ensembl transcript ID (supplied by NCBI)	MANE Select RefSeq transcript ID (supplied by NCBI)
HGNC:50212	MIR6771	microRNA 6771			
HGNC:50064	MIR6772	microRNA 6772			
HGNC:50132	MIR6773	microRNA 6773			
HGNC:50202	MIR6774	microRNA 6774			
HGNC:50100	MIR6775	microRNA 6775			
HGNC:50193	MIR6776	microRNA 6776			
HGNC:50173	MIR6777	microRNA 6777			
HGNC:50183	MIR6778	microRNA 6778			
HGNC:50148	MIR6779	microRNA 6779			
HGNC:50069	MIR6780A	microRNA 6780a			
HGNC:50237	MIR6780B	microRNA 6780b			
HGNC:50185	MIR6781	microRNA 6781			
HGNC:50270	MIR6782	microRNA 6782			
HGNC:50159	MIR6783	microRNA 6783			
HGNC:49988	MIR6784	microRNA 6784			
HGNC:50206	MIR6785	microRNA 6785			
HGNC:49970	MIR6786	microRNA 6786			
HGNC:50209	MIR6787	microRNA 6787			
HGNC:50078	MIR6788	microRNA 6788			
HGNC:50094	MIR6789	microRNA 6789			
HGNC:50161	MIR6790	microRNA 6790			
HGNC:50097	MIR6791	microRNA 6791			
HGNC:50054	MIR6792	microRNA 6792			
HGNC:50251	MIR6793	microRNA 6793			
HGNC:50117	MIR6794	microRNA 6794			
HGNC:50031	MIR6795	microRNA 6795			
HGNC:50186	MIR6796	microRNA 6796			
HGNC:50169	MIR6797	microRNA 6797			
HGNC:50013	MIR6798	microRNA 6798			
HGNC:50162	MIR6799	microRNA 6799			
HGNC:50042	MIR6800	microRNA 6800			
HGNC:50178	MIR6801	microRNA 6801			
HGNC:50154	MIR6802	microRNA 6802			
HGNC:50035	MIR6803	microRNA 6803			
HGNC:50253	MIR6804	microRNA 6804			
HGNC:50215	MIR6805	microRNA 6805			
HGNC:49937	MIR6806	microRNA 6806			
HGNC:50191	MIR6807	microRNA 6807			
HGNC:50046	MIR6808	microRNA 6808			
HGNC:49926	MIR6809	microRNA 6809			
HGNC:49987	MIR6810	microRNA 6810			
HGNC:49944	MIR6811	microRNA 6811			
HGNC:50116	MIR6812	microRNA 6812			
HGNC:50017	MIR6813	microRNA 6813			
HGNC:50145	MIR6814	microRNA 6814			
HGNC:50225	MIR6815	microRNA 6815			
HGNC:50256	MIR6816	microRNA 6816			
HGNC:50112	MIR6817	microRNA 6817			
HGNC:49940	MIR6818	microRNA 6818			
HGNC:50155	MIR6819	microRNA 6819			
HGNC:50095	MIR6820	microRNA 6820			
HGNC:49980	MIR6821	microRNA 6821			
HGNC:49999	MIR6822	microRNA 6822			
HGNC:49952	MIR6823	microRNA 6823			
HGNC:49946	MIR6824	microRNA 6824			
HGNC:50208	MIR6825	microRNA 6825			
HGNC:50001	MIR6826	microRNA 6826			
HGNC:50234	MIR6827	microRNA 6827			
HGNC:50057	MIR6828	microRNA 6828			
HGNC:50055	MIR6829	microRNA 6829			
HGNC:49966	MIR6830	microRNA 6830			
HGNC:49936	MIR6831	microRNA 6831			
HGNC:50140	MIR6832	microRNA 6832			
HGNC:50245	MIR6833	microRNA 6833			
HGNC:50108	MIR6834	microRNA 6834			
HGNC:49963	MIR6835	microRNA 6835			
HGNC:50067	MIR6836	microRNA 6836			
HGNC:50125	MIR6837	microRNA 6837			
HGNC:50050	MIR6838	microRNA 6838			
HGNC:49953	MIR6839	microRNA 6839			
HGNC:50138	MIR6840	microRNA 6840			
HGNC:50070	MIR6841	microRNA 6841			
HGNC:50254	MIR6842	microRNA 6842			
HGNC:50240	MIR6843	microRNA 6843			
HGNC:50135	MIR6844	microRNA 6844			
HGNC:49956	MIR6845	microRNA 6845			
HGNC:50026	MIR6846	microRNA 6846			
HGNC:50022	MIR6847	microRNA 6847			
HGNC:50176	MIR6848	microRNA 6848			
HGNC:49991	MIR6849	microRNA 6849			
HGNC:50093	MIR6850	microRNA 6850			
HGNC:50083	MIR6851	microRNA 6851			
HGNC:49993	MIR6852	microRNA 6852			
HGNC:49945	MIR6853	microRNA 6853			
HGNC:50084	MIR6854	microRNA 6854			
HGNC:50061	MIR6855	microRNA 6855			
HGNC:50242	MIR6856	microRNA 6856			
HGNC:50263	MIR6857	microRNA 6857			
HGNC:50250	MIR6858	microRNA 6858			
HGNC:50039	MIR6859-1	microRNA 6859-1			
HGNC:49954	MIR6859-2	microRNA 6859-2			
HGNC:50248	MIR6859-3	microRNA 6859-3			
HGNC:50840	MIR6859-4	microRNA 6859-4			
HGNC:50086	MIR6860	microRNA 6860			
HGNC:50129	MIR6861	microRNA 6861			
HGNC:50052	MIR6862-1	microRNA 6862-1			
HGNC:50192	MIR6862-2	microRNA 6862-2			
HGNC:49942	MIR6863	microRNA 6863			
HGNC:50226	MIR6864	microRNA 6864			
HGNC:50182	MIR6865	microRNA 6865			
HGNC:49932	MIR6866	microRNA 6866			
HGNC:50134	MIR6867	microRNA 6867			
HGNC:50096	MIR6868	microRNA 6868			
HGNC:50056	MIR6869	microRNA 6869			
HGNC:50184	MIR6870	microRNA 6870			
HGNC:49964	MIR6871	microRNA 6871			
HGNC:50037	MIR6872	microRNA 6872			
HGNC:50231	MIR6873	microRNA 6873			
HGNC:50146	MIR6874	microRNA 6874			
HGNC:50015	MIR6875	microRNA 6875			
HGNC:50181	MIR6876	microRNA 6876			
HGNC:50205	MIR6877	microRNA 6877			
HGNC:50269	MIR6878	microRNA 6878			
HGNC:49957	MIR6879	microRNA 6879			
HGNC:50187	MIR6880	microRNA 6880			
HGNC:50098	MIR6881	microRNA 6881			
HGNC:49928	MIR6882	microRNA 6882			
HGNC:50019	MIR6883	microRNA 6883			
HGNC:50091	MIR6884	microRNA 6884			
HGNC:50221	MIR6885	microRNA 6885			
HGNC:50121	MIR6886	microRNA 6886			
HGNC:50065	MIR6887	microRNA 6887			
HGNC:50071	MIR6888	microRNA 6888			
HGNC:50014	MIR6889	microRNA 6889			
HGNC:49990	MIR6890	microRNA 6890			
HGNC:50243	MIR6891	microRNA 6891			
HGNC:50053	MIR6892	microRNA 6892			
HGNC:50130	MIR6893	microRNA 6893			
HGNC:49938	MIR6894	microRNA 6894			
HGNC:50210	MIR6895	microRNA 6895			
HGNC:50085	MIR7106	microRNA 7106			
HGNC:50006	MIR7107	microRNA 7107			
HGNC:49998	MIR7108	microRNA 7108			
HGNC:50122	MIR7109	microRNA 7109			
HGNC:50024	MIR7110	microRNA 7110			
HGNC:50073	MIR7111	microRNA 7111			
HGNC:50149	MIR7112	microRNA 7112			
HGNC:50246	MIR7112-2	symbol withdrawn, see [HGNC:50149](/data/gene-symbol-report/#!/hgnc_id/HGNC:50149)			
HGNC:49947	MIR7113	microRNA 7113			
HGNC:50157	MIR7114	microRNA 7114			
HGNC:49982	MIR7150	microRNA 7150			
HGNC:50170	MIR7151	microRNA 7151			
HGNC:50257	MIR7152	microRNA 7152			
HGNC:50190	MIR7153	microRNA 7153			
HGNC:49972	MIR7154	microRNA 7154			
HGNC:50005	MIR7155	microRNA 7155			
HGNC:50023	MIR7156	microRNA 7156			
HGNC:50010	MIR7157	microRNA 7157			
HGNC:49971	MIR7158	microRNA 7158			
HGNC:49978	MIR7159	microRNA 7159			
HGNC:50028	MIR7160	microRNA 7160			
HGNC:49985	MIR7161	microRNA 7161			
HGNC:50189	MIR7162	microRNA 7162			
HGNC:49839	MIR7515	microRNA 7515			
HGNC:49838	MIR7515HG	MIR7515 host gene			
HGNC:49995	MIR7641-1	microRNA 7641-1			
HGNC:50214	MIR7641-2	microRNA 7641-2			
HGNC:50216	MIR7702	microRNA 7702			
HGNC:50271	MIR7703	microRNA 7703			
HGNC:50089	MIR7704	microRNA 7704			
HGNC:50143	MIR7705	microRNA 7705			
HGNC:50110	MIR7706	microRNA 7706			
HGNC:50074	MIR7843	microRNA 7843			
HGNC:50044	MIR7844	microRNA 7844			
HGNC:50267	MIR7845	microRNA 7845			
HGNC:50029	MIR7846	microRNA 7846			
HGNC:50153	MIR7847	microRNA 7847			
HGNC:50058	MIR7848	microRNA 7848			
HGNC:50166	MIR7849	microRNA 7849			
HGNC:50118	MIR7850	microRNA 7850			
HGNC:50127	MIR7851	microRNA 7851			
HGNC:50201	MIR7852	microRNA 7852			
HGNC:49933	MIR7853	microRNA 7853			
HGNC:50047	MIR7854	microRNA 7854			
HGNC:50244	MIR7855	microRNA 7855			
HGNC:50268	MIR7856	microRNA 7856			
HGNC:50040	MIR7973-1	microRNA 7973-1			
HGNC:50080	MIR7973-2	microRNA 7973-2			
HGNC:49992	MIR7974	microRNA 7974			
HGNC:49967	MIR7975	microRNA 7975			
HGNC:50092	MIR7976	microRNA 7976			
HGNC:49969	MIR7977	microRNA 7977			
HGNC:50113	MIR7978	microRNA 7978			
HGNC:50252	MIR8052	microRNA 8052			
HGNC:50137	MIR8053	microRNA 8053			
HGNC:50177	MIR8054	microRNA 8054			
HGNC:50241	MIR8055	microRNA 8055			
HGNC:49948	MIR8056	microRNA 8056			
HGNC:49960	MIR8057	microRNA 8057			
HGNC:50018	MIR8058	microRNA 8058			
HGNC:50068	MIR8059	microRNA 8059			
HGNC:50180	MIR8060	microRNA 8060			
HGNC:50077	MIR8061	microRNA 8061			
HGNC:49975	MIR8062	microRNA 8062			
HGNC:50088	MIR8063	microRNA 8063			
HGNC:50236	MIR8064	microRNA 8064			
HGNC:49959	MIR8065	microRNA 8065			
HGNC:50043	MIR8066	microRNA 8066			
HGNC:49934	MIR8067	microRNA 8067			
HGNC:50238	MIR8068	microRNA 8068			
HGNC:50836	MIR8069	microRNA 8069			
HGNC:50262	MIR8069-1	microRNA 8069-1			
HGNC:50274	MIR8070	microRNA 8070			
HGNC:50041	MIR8071-1	microRNA 8071-1			
HGNC:49958	MIR8071-2	microRNA 8071-2			
HGNC:50174	MIR8072	microRNA 8072			
HGNC:50131	MIR8073	microRNA 8073			
HGNC:50105	MIR8074	microRNA 8074			
HGNC:50172	MIR8075	microRNA 8075			
HGNC:49997	MIR8076	microRNA 8076			
HGNC:50266	MIR8077	microRNA 8077			
HGNC:50102	MIR8078	microRNA 8078			
HGNC:50021	MIR8079	microRNA 8079			
HGNC:49989	MIR8080	microRNA 8080			
HGNC:50123	MIR8081	microRNA 8081			
HGNC:50111	MIR8082	microRNA 8082			
HGNC:50211	MIR8083	microRNA 8083			
HGNC:50075	MIR8084	microRNA 8084			
HGNC:50120	MIR8085	microRNA 8085			
HGNC:50107	MIR8086	microRNA 8086			
HGNC:50059	MIR8087	microRNA 8087			
HGNC:50167	MIR8088	microRNA 8088			
HGNC:50196	MIR8089	microRNA 8089			
HGNC:50839	MIR8485	microRNA 8485			
HGNC:50841	MIR9500	microRNA 9500			
HGNC:53988	MIR9718	microRNA 9718			
HGNC:53989	MIR9851	microRNA 9851			
HGNC:53990	MIR9898	microRNA 9898			
HGNC:53991	MIR9899	microRNA 9899			
HGNC:53992	MIR9900	microRNA 9900			
HGNC:53993	MIR9901	microRNA 9901			
HGNC:53994	MIR9902-1	microRNA 9902-1			
HGNC:53995	MIR9902-2	microRNA 9902-2			
HGNC:53996	MIR9903	microRNA 9903			
HGNC:53997	MIR9983	microRNA 9983			
HGNC:53998	MIR9985	microRNA 9985			
HGNC:53999	MIR9986	microRNA 9986			
HGNC:54000	MIR10226	microRNA 10226			
HGNC:54001	MIR10392	microRNA 10392			
HGNC:54002	MIR10393	microRNA 10393			
HGNC:54003	MIR10394	microRNA 10394			
HGNC:54005	MIR10396A	microRNA 10396a			
HGNC:54006	MIR10396B	microRNA 10396b			
HGNC:54007	MIR10397	microRNA 10397			
HGNC:54008	MIR10398	microRNA 10398			
HGNC:54009	MIR10399	microRNA 10399			
HGNC:54010	MIR10400	microRNA 10400			
HGNC:54012	MIR10522	microRNA 10522			
HGNC:54013	MIR10523	microRNA 10523			
HGNC:54014	MIR10524	microRNA 10524			
HGNC:54015	MIR10525	microRNA 10525			
HGNC:54016	MIR10526	microRNA 10526			
HGNC:54017	MIR10527	microRNA 10527			
HGNC:54018	MIR11181	microRNA 11181			
HGNC:54019	MIR11399	microRNA 11399			
HGNC:54160	MIR11400	microRNA 11400			
HGNC:54020	MIR11401	microRNA 11401			
HGNC:54021	MIR12113	microRNA 12113			
HGNC:54022	MIR12114	microRNA 12114			
HGNC:54023	MIR12115	microRNA 12115			
HGNC:54024	MIR12116	microRNA 12116			
HGNC:54025	MIR12117	microRNA 12117			
HGNC:54026	MIR12118	microRNA 12118			
HGNC:54027	MIR12119	microRNA 12119			
HGNC:54028	MIR12120	microRNA 12120			
HGNC:54029	MIR12121	microRNA 12121			
HGNC:54030	MIR12122	microRNA 12122			
HGNC:54031	MIR12123	microRNA 12123			
HGNC:54032	MIR12124	microRNA 12124			
HGNC:54033	MIR12125	microRNA 12125			
HGNC:54034	MIR12126	microRNA 12126			
HGNC:54035	MIR12127	microRNA 12127			
HGNC:54036	MIR12128	microRNA 12128			
HGNC:54037	MIR12129	microRNA 12129			
HGNC:54038	MIR12130	microRNA 12130			
HGNC:54039	MIR12131	microRNA 12131			
HGNC:54040	MIR12132	microRNA 12132			
HGNC:54041	MIR12133	microRNA 12133			
HGNC:54042	MIR12135	microRNA 12135			
HGNC:54043	MIR12136	microRNA 12136			
HGNC:31476	MIRLET7A1	microRNA let-7a-1	605386		
HGNC:53970	MIRLET7A1HG	miRlet-7a-1/let-7f-1/let-7d cluster host gene			
HGNC:31477	MIRLET7A2	microRNA let-7a-2	612142		
HGNC:31478	MIRLET7A3	microRNA let-7a-3	612143		
HGNC:31479	MIRLET7B	microRNA let-7b	611249		
HGNC:37189	MIRLET7BHG	MIRLET7B host gene	618216		
HGNC:31480	MIRLET7C	microRNA let-7c	612144		
HGNC:31481	MIRLET7D	microRNA let-7d	612145		
HGNC:31482	MIRLET7E	microRNA let-7e	611250		
HGNC:31483	MIRLET7F1	microRNA let-7f-1	612146		
HGNC:31484	MIRLET7F2	microRNA let-7f-2	300721		
HGNC:31485	MIRLET7G	microRNA let-7g	612102		
HGNC:31486	MIRLET7I	microRNA let-7i	612148		
HGNC:55478	MIRLET7IHG	MIRLET7I host gene			
HGNC:31633	MIRN321	microRNA 321			
HGNC:32816	MIRN560	microRNA 560			
HGNC:32821	MIRN565	microRNA 565			
HGNC:32850	MIRN594	microRNA 594			
HGNC:33633	MIRN672	microRNA 672			
HGNC:33646	MIRN674	microRNA 674			
HGNC:33142	MIRN768	symbol withdrawn, see [HGNC:32732](/data/gene-symbol-report/#!/hgnc_id/HGNC:32732)			
HGNC:33144	MIRN801	microRNA 801			
HGNC:33637	MIRN871	microRNA 871			
HGNC:33657	MIRN872	microRNA 872			
HGNC:24967	MIS12	MIS12 kinetochore complex component	609178	ENST00000611091.5	NM_001258217.2
HGNC:1286	MIS18A	MIS18 kinetochore protein A	618137	ENST00000290130.4	NM_018944.3
HGNC:40106	MIS18A-AS1	MIS18A antisense RNA 1			
HGNC:20190	MIS18BP1	MIS18 binding protein 1	618139	ENST00000310806.9	NM_018353.5
HGNC:27000	MISP	mitotic spindle positioning	615289	ENST00000215582.8	NM_173481.4
HGNC:26963	MISP3	MISP family member 3		ENST00000587086.3	NM_001291291.2
HGNC:25207	MITD1	microtubule interacting and trafficking domain containing 1		ENST00000289359.6	NM_138798.3
HGNC:7105	MITF	melanocyte inducing transcription factor	156845	ENST00000352241.9	NM_001354604.2
HGNC:31136	MIX23	mitochondrial matrix import factor 23		ENST00000291458.9	NM_001017928.4
HGNC:32457	MIX23P1	MIX23 pseudogene 1			
HGNC:45025	MIX23P2	MIX23 pseudogene 2			
HGNC:45026	MIX23P3	MIX23 pseudogene 3			
HGNC:45027	MIX23P4	MIX23 pseudogene 4			
HGNC:45028	MIX23P5	MIX23 pseudogene 5			
HGNC:13363	MIXL1	Mix paired-like homeobox	609852	ENST00000366810.6	NM_031944.3
HGNC:7107	MKI67	marker of proliferation Ki-67	176741	ENST00000368654.8	NM_002417.5
HGNC:49230	MKI67P1	marker of proliferation Ki-67 pseudogene 1			
HGNC:7108	MKKS	MKKS centrosomal shuttling protein	604896	ENST00000347364.7	NM_170784.3
HGNC:7109	MKLN1	muskelin 1	605623	ENST00000352689.11	NM_013255.5
HGNC:40374	MKLN1-AS	MKLN1 antisense RNA			
HGNC:7110	MKNK1	MAPK interacting serine/threonine kinase 1	606724	ENST00000371945.10	NM_001135553.4
HGNC:44129	MKNK1-AS1	MKNK1 antisense RNA 1			
HGNC:7111	MKNK2	MAPK interacting serine/threonine kinase 2	605069	ENST00000250896.9	NM_199054.3
HGNC:44970	MKNK2P1	MAP kinase interacting serine/threonine kinase 2 pseudogene 1			
HGNC:7112	MKRN1	makorin ring finger protein 1	607754	ENST00000255977.7	NM_013446.4
HGNC:7113	MKRN2	makorin ring finger protein 2	608426	ENST00000170447.12	NM_014160.5
HGNC:40375	MKRN2OS	MKRN2 opposite strand		ENST00000564146.4	NM_001195279.2
HGNC:7114	MKRN3	makorin ring finger protein 3	603856	ENST00000314520.6	NM_005664.4
HGNC:12910	MKRN3-AS1	MKRN3 antisense RNA 1			
HGNC:7115	MKRN4P	makorin ring finger protein 4, pseudogene			
HGNC:7117	MKRN5P	makorin ring finger protein 5, pseudogene			
HGNC:7118	MKRN6P	makorin ring finger protein 6, pseudogene			
HGNC:7119	MKRN7P	makorin ring finger protein 7, pseudogene			
HGNC:7120	MKRN8P	makorin ring finger protein 8, pseudogene			
HGNC:7116	MKRN9P	makorin ring finger protein 9, pseudogene			
HGNC:7121	MKS1	MKS transition zone complex subunit 1	609883	ENST00000393119.7	NM_017777.4
HGNC:7122	MKS2	symbol withdrawn, see [HGNC:25018](/data/gene-symbol-report/#!/hgnc_id/HGNC:25018)			
HGNC:29444	MKS3	symbol withdrawn, see [HGNC:28396](/data/gene-symbol-report/#!/hgnc_id/HGNC:28396)			
HGNC:23729	MKX	mohawk homeobox	601332	ENST00000419761.6	NM_173576.3
HGNC:50686	MKX-AS1	MKX antisense RNA 1			
HGNC:7123	MLA1	symbol withdrawn, see [HGNC:1692](/data/gene-symbol-report/#!/hgnc_id/HGNC:1692)			
HGNC:7124	MLANA	melan-A	605513	ENST00000381477.8	NM_005511.2
HGNC:17082	MLC1	modulator of VRAC current 1	605908	ENST00000311597.10	NM_015166.4
HGNC:28973	MLEC	malectin	613802	ENST00000228506.8	NM_014730.4
HGNC:51122	MLECP1	malectin pseudogene 1			
HGNC:7125	MLF1	myeloid leukemia factor 1	601402	ENST00000466246.7	NM_001369783.1
HGNC:55620	MLF1-DT	MLF1 divergent transcript			
HGNC:7126	MLF2	myeloid leukemia factor 2	601401	ENST00000203630.10	NM_001382226.1
HGNC:7127	MLH1	mutL homolog 1	120436	ENST00000231790.8	NM_000249.4
HGNC:7128	MLH3	mutL homolog 3	604395	ENST00000355774.7	NM_001040108.2
HGNC:21355	MLIP	muscular LMNA interacting protein	614106	ENST00000502396.6	NM_001281747.2
HGNC:40963	MLIP-AS1	MLIP antisense RNA 1			
HGNC:41461	MLIP-IT1	MLIP intronic transcript 1			
HGNC:7129	MLK1	symbol withdrawn, see [HGNC:6861](/data/gene-symbol-report/#!/hgnc_id/HGNC:6861)			
HGNC:7130	MLK2	symbol withdrawn, see [HGNC:6849](/data/gene-symbol-report/#!/hgnc_id/HGNC:6849)			
HGNC:7131	MLK3	symbol withdrawn, see [HGNC:6850](/data/gene-symbol-report/#!/hgnc_id/HGNC:6850)			
HGNC:26617	MLKL	mixed lineage kinase domain like pseudokinase	615153	ENST00000308807.12	NM_152649.4
HGNC:23823	MLL3P	symbol withdrawn, see [HGNC:15730](/data/gene-symbol-report/#!/hgnc_id/HGNC:15730)			
HGNC:7134	MLLT1	MLLT1 super elongation complex subunit	159556	ENST00000252674.9	NM_005934.4
HGNC:7136	MLLT3	MLLT3 super elongation complex subunit	159558	ENST00000380338.9	NM_004529.4
HGNC:7138	MLLT6	MLLT6, PHD finger containing	600328	ENST00000621332.5	NM_005937.4
HGNC:16063	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	602409	ENST00000307729.12	NM_001195626.3
HGNC:15794	MLLT10P1	MLLT10 pseudogene 1			
HGNC:39141	MLLT10P2	MLLT10 pseudogene 2			
HGNC:16997	MLLT11	MLLT11 transcription factor 7 cofactor	604684	ENST00000368921.5	NM_006818.4
HGNC:7140	MLM	symbol withdrawn, see [HGNC:1787](/data/gene-symbol-report/#!/hgnc_id/HGNC:1787)			
HGNC:7141	MLN	motilin	158270	ENST00000430124.7	NM_002418.3
HGNC:4495	MLNR	motilin receptor	602885	ENST00000218721.1	NM_001507.1
HGNC:29643	MLPH	melanophilin	606526	ENST00000264605.8	NM_024101.7
HGNC:7143	MLPL1	MARCKS-like protein-like 1			
HGNC:7144	MLR	symbol withdrawn, see [HGNC:7979](/data/gene-symbol-report/#!/hgnc_id/HGNC:7979)			
HGNC:7145	MLS	symbol withdrawn, see [HGNC:4837](/data/gene-symbol-report/#!/hgnc_id/HGNC:4837)			
HGNC:24825	MLST8	MTOR associated protein, LST8 homolog	612190	ENST00000569417.6	NM_022372.6
HGNC:7147	MLT	symbol withdrawn, see [HGNC:6819](/data/gene-symbol-report/#!/hgnc_id/HGNC:6819)			
HGNC:7148	MLVAR	symbol withdrawn, see [HGNC:10947](/data/gene-symbol-report/#!/hgnc_id/HGNC:10947)			
HGNC:7149	MLVI2	Moloney murine leukemia virus (MoMuLV) integration site 2 homolog			
HGNC:11645	MLX	MAX dimerization protein MLX	602976	ENST00000435881.7	NM_198204.2
HGNC:17055	MLXIP	MLX interacting protein	608090	ENST00000319080.12	NM_014938.6
HGNC:12744	MLXIPL	MLX interacting protein like	605678	ENST00000313375.8	NM_032951.3
HGNC:54600	MLXP1	MLX pseudogene 1			
HGNC:7150	MLYCD	malonyl-CoA decarboxylase	606761	ENST00000262430.6	NM_012213.3
HGNC:18871	MMAA	metabolism of cobalamin associated A	607481	ENST00000649156.2	NM_172250.3
HGNC:19331	MMAB	metabolism of cobalamin associated B	607568	ENST00000545712.7	NM_052845.4
HGNC:24525	MMACHC	metabolism of cobalamin associated C	609831	ENST00000401061.9	NM_015506.3
HGNC:25221	MMADHC	metabolism of cobalamin associated D	611935	ENST00000303319.10	NM_015702.3
HGNC:41087	MMADHC-DT	MMADHC divergent transcript			
HGNC:54996	MMADHCP1	MMADHC pseudogene 1			
HGNC:54997	MMADHCP2	MMADHC pseudogene 2			
HGNC:7152	MMC	maternal myopathy and cardiomyopathy			
HGNC:7153	MMD	monocyte to macrophage differentiation associated	604467	ENST00000262065.8	NM_012329.3
HGNC:30133	MMD2	monocyte to macrophage differentiation associated 2	614581	ENST00000401401.8	NM_198403.4
HGNC:7154	MME	membrane metalloendopeptidase	120520	ENST00000360490.7	NM_007289.4
HGNC:40376	MME-AS1	MME antisense RNA 1			
HGNC:14668	MMEL1	membrane metalloendopeptidase like 1	618104	ENST00000378412.8	NM_033467.4
HGNC:40695	MMEL1-AS1	MMEL1 antisense RNA 1			
HGNC:14664	MMEL2	symbol withdrawn, see [HGNC:14668](/data/gene-symbol-report/#!/hgnc_id/HGNC:14668)			
HGNC:28100	MMGT1	membrane magnesium transporter 1		ENST00000305963.3	NM_173470.3
HGNC:7155	MMP1	matrix metallopeptidase 1	120353	ENST00000315274.7	NM_002421.4
HGNC:7166	MMP2	matrix metallopeptidase 2	120360	ENST00000219070.9	NM_004530.6
HGNC:53142	MMP2-AS1	MMP2 antisense RNA 1			
HGNC:7173	MMP3	matrix metallopeptidase 3	185250	ENST00000299855.10	NM_002422.5
HGNC:7174	MMP7	matrix metallopeptidase 7	178990	ENST00000260227.5	NM_002423.5
HGNC:7175	MMP8	matrix metallopeptidase 8	120355	ENST00000236826.8	NM_002424.3
HGNC:7176	MMP9	matrix metallopeptidase 9	120361	ENST00000372330.3	NM_004994.3
HGNC:7156	MMP10	matrix metallopeptidase 10	185260	ENST00000279441.9	NM_002425.3
HGNC:7157	MMP11	matrix metallopeptidase 11	185261	ENST00000215743.8	NM_005940.5
HGNC:7158	MMP12	matrix metallopeptidase 12	601046	ENST00000571244.3	NM_002426.6
HGNC:7159	MMP13	matrix metallopeptidase 13	600108	ENST00000260302.8	NM_002427.4
HGNC:7160	MMP14	matrix metallopeptidase 14	600754	ENST00000311852.11	NM_004995.4
HGNC:7161	MMP15	matrix metallopeptidase 15	602261	ENST00000219271.4	NM_002428.4
HGNC:7162	MMP16	matrix metallopeptidase 16	602262	ENST00000286614.11	NM_005941.5
HGNC:7163	MMP17	matrix metallopeptidase 17	602285	ENST00000360564.5	NM_016155.7
HGNC:7164	MMP18	symbol withdrawn, see [HGNC:7165](/data/gene-symbol-report/#!/hgnc_id/HGNC:7165)			
HGNC:7165	MMP19	matrix metallopeptidase 19	601807	ENST00000322569.9	NM_002429.6
HGNC:7167	MMP20	matrix metallopeptidase 20	604629	ENST00000260228.3	NM_004771.4
HGNC:14357	MMP21	matrix metallopeptidase 21	608416	ENST00000368808.3	NM_147191.1
HGNC:7168	MMP21	symbol withdrawn, see [HGNC:7170](/data/gene-symbol-report/#!/hgnc_id/HGNC:7170)			
HGNC:7169	MMP22	symbol withdrawn, see [HGNC:7171](/data/gene-symbol-report/#!/hgnc_id/HGNC:7171)			
HGNC:7170	MMP23A	matrix metallopeptidase 23A (pseudogene)	603320		
HGNC:7171	MMP23B	matrix metallopeptidase 23B	603321	ENST00000356026.10	NM_006983.2
HGNC:7172	MMP24	matrix metallopeptidase 24	604871	ENST00000246186.8	NM_006690.4
HGNC:44421	MMP24OS	MMP24 opposite strand		ENST00000456790.2	NM_001355003.2
HGNC:14246	MMP25	matrix metallopeptidase 25	608482	ENST00000336577.9	NM_022468.5
HGNC:51372	MMP25-AS1	MMP25 antisense RNA 1			
HGNC:14249	MMP26	matrix metallopeptidase 26	605470	ENST00000380390.6	NM_021801.5
HGNC:14250	MMP27	matrix metallopeptidase 27	618101	ENST00000260229.5	NM_022122.3
HGNC:14366	MMP28	matrix metallopeptidase 28	608417	ENST00000605424.6	NM_024302.5
HGNC:7177	MMPL1	symbol withdrawn, see [HGNC:14246](/data/gene-symbol-report/#!/hgnc_id/HGNC:14246)			
HGNC:7178	MMRN1	multimerin 1	601456	ENST00000264790.7	NM_007351.3
HGNC:19888	MMRN2	multimerin 2	608925	ENST00000372027.10	NM_024756.3
HGNC:13824	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	614777	ENST00000438925.7	NM_022362.5
HGNC:21475	MMS22L	MMS22 like, DNA repair protein	615614	ENST00000683635.1	NM_001350599.2
HGNC:7526	MMUT	methylmalonyl-CoA mutase	609058	ENST00000274813.4	NM_000255.4
HGNC:19144	MMVP1	myxomatous mitral valve prolapse 1			
HGNC:19145	MMVP2	myxomatous mitral valve prolapse 2			
HGNC:7180	MN1	MN1 proto-oncogene, transcriptional regulator	156100	ENST00000302326.5	NM_002430.3
HGNC:7181	MNAT1	MNAT1 component of CDK activating kinase	602659	ENST00000261245.9	NM_002431.4
HGNC:7182	MNBH	symbol withdrawn, see [HGNC:3091](/data/gene-symbol-report/#!/hgnc_id/HGNC:3091)			
HGNC:24839	MND1	meiotic nuclear divisions 1	611422	ENST00000240488.8	NM_032117.4
HGNC:7183	MNDA	myeloid cell nuclear differentiation antigen	159553	ENST00000368141.5	NM_002432.3
HGNC:7184	MNG1	symbol withdrawn, see [HGNC:17098](/data/gene-symbol-report/#!/hgnc_id/HGNC:17098)			
HGNC:7185	MNGIE	symbol withdrawn, see [HGNC:3148](/data/gene-symbol-report/#!/hgnc_id/HGNC:3148)			
HGNC:7186	MNK	symbol withdrawn, see [HGNC:869](/data/gene-symbol-report/#!/hgnc_id/HGNC:869)			
